1500_finish_s,3000_finish_s,5000_finish_s,mile1_s,mile2_s,mile3_s
215.24,468.6,2109.9,650.2,669.6,709.9
215.24,468.6,2120.7,694.8,667.9,684.2
215.24,468.6,2115.0,661.9,682.8,695.5
215.24,468.6,2117.0,702.9,682.4,667.2
215.24,468.6,2136.9,677.5,663.9,721.2
215.24,468.6,2127.7,698.2,683.5,680.5
215.24,468.6,2134.2,702.8,714.0,648.1
215.24,468.6,2139.5,686.7,691.4,682.7
215.24,468.6,2141.1,723.9,686.7,640.0
215.25,468.6,2142.0,678.1,681.4,712.4
215.25,468.6,2141.5,674.0,736.7,671.8
215.25,468.6,2154.4,715.9,673.6,690.5
215.25,468.6,2142.5,662.9,691.0,738.9
215.25,468.6,2142.1,722.9,703.0,658.0
215.25,468.61,2150.8,718.5,697.8,663.5
215.25,468.61,2176.9,659.0,694.9,727.0
215.25,468.61,2204.9,678.2,740.4,718.2
215.25,468.62,2162.3,673.8,702.6,710.0
215.25,468.62,2189.3,681.8,709.8,711.1
215.25,468.62,2176.0,664.4,743.3,677.2
215.25,468.62,2161.5,710.9,664.7,732.7
215.25,468.63,2177.3,674.3,708.6,730.2
215.25,468.64,2181.1,738.1,691.4,673.0
215.26,468.64,2181.6,663.3,759.1,678.8
215.26,468.65,2197.2,713.1,677.1,730.0
215.26,468.66,2180.2,714.0,712.8,676.2
215.26,468.66,2166.2,643.0,759.2,696.7
215.26,468.66,2207.6,723.9,720.4,683.2
215.26,468.66,2179.6,699.5,740.6,659.6
215.26,468.67,2177.1,652.1,734.7,710.5
215.26,468.67,2179.2,724.0,710.1,686.9
215.26,468.67,2200.7,685.2,743.8,708.4
215.26,468.69,2217.4,741.9,716.8,679.6
215.26,468.69,2201.1,730.9,702.1,692.2
215.26,468.7,2206.2,719.0,717.3,710.8
215.26,468.7,2229.8,735.6,715.7,694.7
215.26,468.7,2204.6,680.4,725.6,748.3
215.26,468.7,2219.5,703.3,755.5,697.3
215.26,468.7,2222.0,709.5,720.6,723.9
215.26,468.7,2229.4,689.4,762.7,703.9
215.26,468.7,2223.9,719.9,706.2,718.9
215.26,468.7,2221.4,713.8,707.5,735.0
215.26,468.71,2234.2,710.8,732.8,714.9
215.26,468.71,2227.1,733.7,731.0,702.4
215.26,468.71,2238.4,728.2,738.8,712.3
215.27,468.72,2260.9,772.4,710.0,689.8
215.27,468.72,2259.8,728.7,737.0,722.9
215.27,468.72,2251.9,701.0,722.6,752.5
215.27,468.73,2262.3,701.8,735.2,750.9
215.27,468.73,2275.5,725.4,741.1,741.6
215.27,468.73,2265.4,725.8,697.1,769.0
215.27,468.73,2269.0,742.4,731.2,723.5
215.27,468.73,2292.0,736.8,758.4,725.5
215.27,468.73,2291.4,733.5,761.6,723.4
215.27,468.74,2285.3,766.9,769.4,686.9
215.27,468.74,2284.5,741.5,733.5,728.9
215.27,468.74,2291.6,738.8,768.4,722.6
215.27,468.74,2306.2,744.6,704.2,782.7
215.27,468.74,2315.4,724.6,699.5,809.9
215.27,468.75,2326.2,720.3,769.3,742.9
215.27,468.75,2330.1,752.7,768.1,740.7
215.27,468.75,2328.1,758.4,793.4,702.1
215.27,468.76,2347.1,765.0,760.6,728.2
215.27,468.76,2345.3,756.5,757.3,744.5
215.28,468.76,2338.4,778.7,762.5,712.0
215.28,468.76,2339.6,823.4,706.2,729.1
215.28,468.77,2346.0,712.5,775.4,782.0
215.28,468.77,2350.3,748.6,765.3,760.0
215.28,468.78,2353.0,749.8,794.2,723.2
215.28,468.78,2348.4,763.3,723.9,784.7
215.28,468.78,2358.5,813.7,775.8,692.5
215.28,468.78,2353.8,770.9,741.3,760.1
215.28,468.78,2340.8,762.6,737.2,777.2
215.28,468.78,2364.0,731.2,744.6,803.6
215.28,468.79,2365.4,747.9,771.5,771.8
215.28,468.79,2368.2,719.2,763.4,809.3
215.28,468.79,2351.8,723.0,779.1,786.4
215.28,468.79,2384.4,771.9,773.8,765.0
215.28,468.79,2372.3,744.8,790.0,748.2
215.28,468.8,2375.3,812.3,746.6,754.5
215.28,468.8,2379.3,770.5,745.8,787.0
215.28,468.8,2391.4,806.9,774.9,733.8
215.28,468.8,2429.0,818.5,790.3,726.0
215.29,468.8,2420.7,761.8,790.9,786.0
215.29,468.8,2410.3,788.2,771.6,780.8
215.29,468.8,2434.3,793.4,771.9,799.0
215.29,468.8,2430.1,774.6,791.1,776.6
215.29,468.8,2436.3,745.9,788.8,822.4
215.29,468.8,2444.1,781.5,810.0,781.4
215.29,468.8,2456.3,841.3,762.0,745.6
215.29,468.8,2445.5,785.5,805.8,780.0
215.29,468.8,2463.4,763.9,821.4,787.0
215.29,468.8,2476.3,811.8,801.6,762.9
215.29,468.81,2475.0,774.0,750.0,860.1
215.29,468.81,2476.8,824.1,779.5,791.2
215.29,468.81,2482.3,837.9,794.5,772.9
215.29,468.81,2482.6,793.0,831.2,770.8
215.29,468.82,2480.9,816.7,761.7,813.6
215.29,468.82,2504.9,844.0,806.0,756.8
215.29,468.82,2489.0,824.1,795.7,783.0
215.29,468.82,2494.6,767.0,771.0,870.0
215.29,468.83,2502.9,831.7,847.3,748.5
215.29,468.83,2514.7,826.6,844.5,775.3
215.29,468.83,2527.9,809.7,843.5,794.2
215.29,468.84,2531.6,823.9,817.5,792.6
215.3,468.84,2537.5,785.1,864.7,798.9
215.3,468.85,2552.8,789.7,815.1,858.8
215.3,468.85,2552.0,814.3,868.6,801.3
215.3,468.85,2554.3,850.3,819.9,807.0
215.3,468.85,2568.7,817.0,828.5,824.5
215.3,468.86,2566.5,845.2,848.7,795.8
215.3,468.87,2566.7,807.0,827.1,836.3
215.3,468.87,2569.5,809.4,867.2,822.0
215.3,468.88,2573.7,865.1,792.9,833.7
215.3,468.88,2563.9,833.8,824.2,847.9
215.3,468.88,2571.4,852.8,834.7,813.7
215.3,468.88,2584.3,826.4,826.4,850.9
215.3,468.88,2594.3,850.6,811.9,845.9
215.3,468.88,2585.7,825.1,865.9,823.7
215.3,468.9,2604.2,811.0,848.1,865.1
215.3,468.9,2611.1,866.6,823.5,847.7
215.31,468.9,2620.4,866.4,843.5,819.2
215.31,468.9,2614.2,797.7,864.8,845.0
215.31,468.9,2634.4,784.2,932.9,815.9
215.31,468.9,2640.7,882.1,851.6,824.4
215.31,468.9,2647.6,846.6,864.4,853.1
215.31,468.91,2671.8,825.6,898.5,856.5
215.31,468.91,2658.2,902.0,886.0,786.1
215.31,468.91,2668.5,807.8,925.3,851.2
215.31,468.91,2677.0,868.3,833.3,896.2
215.31,468.92,2692.8,884.0,893.3,821.6
215.31,468.92,2706.2,849.7,848.6,918.5
215.31,468.92,2719.7,826.5,883.2,927.8
215.31,468.92,2722.5,875.6,906.0,853.4
215.31,468.92,2739.6,857.6,915.2,849.7
215.31,468.93,2723.8,910.7,905.3,820.1
215.31,468.93,2726.7,768.5,897.4,981.8
215.31,468.94,2757.6,868.7,917.0,872.5
215.31,468.94,2748.4,872.4,885.2,916.3
215.32,468.94,2746.3,906.1,916.9,855.9
215.32,468.94,2766.3,899.9,920.9,845.5
215.32,468.94,2771.4,884.5,930.9,859.7
215.32,468.95,2764.2,924.6,899.6,840.6
215.32,468.95,2770.3,868.7,894.2,902.1
215.32,468.95,2775.4,882.6,921.2,864.5
215.32,468.96,2797.3,908.4,896.0,901.6
215.32,468.96,2806.8,911.7,886.2,906.0
215.32,468.96,2794.5,936.1,909.9,861.4
215.32,468.97,2802.9,914.9,888.9,911.1
215.32,468.97,2847.8,891.4,919.4,959.5
215.32,468.97,2900.3,902.5,967.2,925.8
215.32,468.97,2973.0,912.3,992.7,972.6
215.32,468.97,2965.4,973.9,963.1,952.3
215.32,468.97,2974.0,947.1,982.1,957.3
215.32,468.98,2997.3,930.4,964.3,997.2
215.32,468.98,3014.7,937.3,989.8,977.1
215.32,468.98,3025.0,1011.3,978.2,936.0
215.32,468.98,3039.4,960.5,978.3,1017.7
215.32,468.98,3096.3,1087.7,982.5,909.5
215.33,468.99,3132.4,1009.4,976.9,1036.9
215.33,468.99,3168.8,1017.8,986.9,1056.8
215.33,468.99,3178.8,1009.7,990.7,1051.5
215.33,469.0,3181.2,1001.6,1002.1,1068.2
215.33,469.0,3204.4,1069.2,1056.6,970.6
215.33,469.0,3235.9,1123.1,1038.7,969.8
215.34,469.0,3252.3,1097.7,1022.3,1027.6
215.34,469.0,3294.8,999.0,1091.2,1096.1
215.34,469.0,3297.6,1090.3,1019.4,1072.0
215.34,469.0,3293.5,1037.1,1109.1,1038.3
215.34,469.0,3305.0,1079.8,1088.7,1004.4
215.34,469.0,3327.5,1051.5,1033.1,1110.8
215.34,469.0,3324.7,1040.1,1057.2,1100.3
215.34,469.01,3317.6,1068.7,1065.2,1090.4
215.34,469.01,3398.8,1082.3,1105.2,1092.1
215.34,469.02,3435.4,1056.8,1109.5,1141.7
215.34,469.02,3533.7,1162.9,1091.4,1151.1
215.34,469.02,3569.8,1131.0,1176.1,1153.4
215.35,469.03,3574.8,1157.5,1092.2,1203.9
215.35,469.03,3588.5,1177.0,1143.4,1154.4
215.35,469.03,3606.8,1196.0,1138.8,1130.7
215.35,469.04,3618.5,1131.7,1210.3,1157.2
215.35,469.04,3611.5,1135.6,1165.0,1192.6
215.35,469.04,3635.0,1142.7,1136.4,1237.9
215.35,469.04,3649.3,1183.3,1164.7,1164.2
215.35,469.04,3681.9,1280.5,1167.1,1127.2
215.35,469.05,3693.1,1210.6,1154.3,1165.0
215.35,469.05,3685.1,1078.3,1254.7,1237.7
215.35,469.05,3688.5,1156.6,1114.8,1290.0
215.35,469.05,3791.4,1215.0,1296.8,1166.6
215.35,469.05,5399.2,1697.5,1822.9,1693.6
215.35,469.05,5415.7,1684.7,1749.3,1789.1
215.35,469.06,1311.0,422.4,412.5,421.1
215.35,469.06,1346.5,407.9,429.0,463.8
215.35,469.06,1379.3,436.9,462.8,447.4
215.35,469.07,1415.6,457.7,452.3,474.8
215.35,469.08,1450.7,467.9,483.0,448.6
215.36,469.08,1530.8,510.0,467.3,501.4
215.36,469.09,1587.6,501.5,515.4,508.0
215.36,469.09,1591.2,501.9,503.5,535.1
215.36,469.09,1663.6,523.3,549.2,525.4
215.36,469.09,1632.5,501.9,525.9,550.6
215.36,469.1,1667.2,569.4,545.2,488.2
215.36,469.1,1663.8,550.8,535.6,527.6
215.36,469.1,1674.1,534.7,549.5,544.4
215.36,469.1,1745.2,528.0,580.5,593.9
215.36,469.1,1765.6,577.9,557.2,563.7
215.36,469.1,1764.4,584.2,575.0,541.5
215.36,469.1,1766.5,570.0,567.7,571.0
215.36,469.1,1768.3,546.3,557.3,613.4
215.36,469.1,1763.0,557.1,562.8,588.4
215.36,469.11,1799.1,590.8,563.4,582.1
215.37,469.11,1818.5,617.0,589.9,543.2
215.37,469.11,1819.7,596.2,580.2,593.6
215.37,469.11,1905.8,584.3,660.4,603.9
215.37,469.11,1907.7,609.0,644.4,588.7
215.37,469.12,1904.9,627.0,618.4,609.6
215.37,469.12,1904.0,576.3,632.0,634.9
215.37,469.12,1924.3,654.4,624.8,572.8
215.37,469.13,1925.4,603.1,607.1,656.9
215.37,469.13,1970.3,660.6,655.5,596.6
215.37,469.13,1986.5,624.1,657.3,629.7
215.37,469.13,2009.3,653.2,646.3,650.2
215.37,469.13,2036.0,670.6,649.6,653.0
215.37,469.13,2127.7,683.3,705.5,672.1
215.37,469.13,2157.3,679.1,723.8,665.8
215.37,469.14,2181.7,710.6,696.8,702.4
215.37,469.14,2195.0,721.1,716.2,700.9
215.37,469.14,2194.9,720.6,720.6,690.0
215.37,469.16,2219.0,702.9,708.4,723.6
215.38,469.17,2207.1,731.6,727.1,695.3
215.38,469.17,2228.1,717.3,733.5,697.0
215.38,469.17,2234.8,742.7,697.6,742.6
215.38,469.17,2276.0,766.5,692.8,757.7
215.38,469.17,2314.7,766.3,762.2,720.5
215.38,469.18,2350.6,726.3,779.8,751.2
215.38,469.19,2342.9,760.3,783.5,716.0
215.38,469.19,2350.0,730.3,789.3,744.2
215.38,469.19,2386.1,783.5,760.1,768.4
215.38,469.19,2413.7,797.7,781.0,758.1
215.38,469.19,2425.2,755.1,815.8,786.3
215.38,469.19,2470.4,811.2,775.7,802.5
215.38,469.2,2505.4,821.2,778.8,807.6
215.38,469.2,2508.2,779.4,829.1,829.1
215.39,469.2,2512.6,762.0,815.5,857.9
215.39,469.2,2550.6,873.9,778.7,804.1
215.39,469.2,2595.7,851.0,812.9,842.6
215.39,469.2,2588.5,873.2,844.2,791.5
215.39,469.2,2592.3,836.2,832.9,840.8
215.39,469.2,2601.1,868.7,871.4,793.1
215.39,469.2,2599.4,830.5,880.4,814.3
215.39,469.2,2612.5,824.5,861.8,843.6
215.39,469.2,2660.2,889.6,844.5,856.2
215.39,469.2,2700.2,876.1,854.9,890.1
215.39,469.21,2719.8,881.8,918.4,816.2
215.39,469.21,2727.6,863.3,859.1,915.3
215.39,469.21,2739.9,866.0,873.8,906.7
215.39,469.22,2752.6,935.5,880.7,845.8
215.4,469.23,2738.9,880.0,885.0,889.7
215.4,469.23,2793.7,918.8,881.7,899.4
215.4,469.23,2872.4,930.4,956.0,894.5
215.4,469.24,2880.5,953.6,936.6,901.3
215.4,469.25,2908.1,911.5,983.7,920.2
215.4,469.25,2926.9,961.0,924.5,925.0
215.4,469.25,2919.2,939.0,893.6,992.5
215.4,469.25,2932.8,1001.4,960.4,886.1
215.4,469.25,2934.3,916.9,986.3,936.2
215.4,469.26,3040.8,1070.1,962.5,918.9
215.4,469.26,3078.1,1030.6,1025.0,933.2
215.4,469.26,3084.1,971.8,1052.1,971.5
215.4,469.26,3160.3,993.7,1034.0,1031.0
215.4,469.26,3172.8,1019.1,1053.0,1003.0
215.4,469.26,3196.6,992.3,1089.6,1015.6
215.4,469.26,3193.9,998.3,1076.1,1021.3
215.4,469.27,3194.0,1047.7,1005.9,1036.5
215.4,469.27,3191.9,1072.5,994.1,1042.1
215.4,469.27,3368.0,1125.1,1072.1,1077.1
215.4,469.28,3395.7,1034.7,1061.0,1182.6
215.4,469.28,3411.5,1093.6,1148.3,1062.3
215.4,469.28,3420.9,1053.2,1155.4,1096.3
215.4,469.28,3426.7,1127.4,1134.8,1057.2
215.4,469.28,3529.7,1066.8,1109.7,1221.4
215.4,469.29,3586.4,1170.7,1161.2,1139.6
215.4,469.29,3584.1,1127.7,1192.2,1134.2
215.4,469.3,3567.4,1175.8,1189.2,1091.5
215.4,469.3,3582.1,1140.6,1154.6,1178.9
215.4,469.3,3647.0,1225.6,1156.9,1132.6
215.4,469.3,3633.7,1183.8,1183.3,1155.4
215.41,469.3,3633.4,1130.3,1207.8,1186.2
215.41,469.3,4147.4,1338.6,1328.7,1336.1
215.41,469.3,1443.1,452.2,494.5,448.8
215.41,469.3,2095.8,661.9,646.8,713.6
215.41,469.3,3470.7,1097.5,1164.6,1088.0
215.41,469.3,3633.1,1164.3,1152.0,1169.0
215.41,469.31,1073.3,318.9,360.5,353.3
215.41,469.31,1169.6,366.2,375.0,384.2
215.41,469.32,1152.7,373.5,370.8,384.6
215.41,469.32,1159.8,373.2,372.8,383.0
215.41,469.32,1239.5,397.3,405.5,399.8
215.41,469.32,1260.7,407.0,399.7,400.4
215.42,469.33,1260.8,403.7,401.3,427.5
215.42,469.33,1279.3,410.9,420.2,411.0
215.42,469.33,1290.9,418.9,408.0,416.0
215.42,469.33,1375.8,458.9,419.0,455.7
215.42,469.34,1449.5,462.6,470.2,451.7
215.42,469.34,1443.1,480.7,472.1,447.3
215.42,469.34,1481.9,473.1,476.7,481.9
215.42,469.34,1468.2,481.5,485.2,464.2
215.42,469.35,1474.8,462.1,476.5,490.1
215.42,469.35,1534.0,501.3,490.4,484.4
215.42,469.35,1536.6,508.5,496.2,478.5
215.42,469.35,1558.7,485.8,504.8,514.4
215.42,469.36,1582.9,501.8,510.3,513.2
215.42,469.36,1608.3,521.7,522.3,499.0
215.42,469.36,1615.9,530.5,511.9,512.8
215.42,469.36,1629.0,506.2,519.6,546.9
215.42,469.36,1638.2,528.3,510.4,548.8
215.42,469.36,1630.9,529.1,539.2,512.2
215.42,469.36,1635.0,495.9,537.8,550.5
215.43,469.37,1651.3,572.5,513.3,516.9
215.43,469.37,1670.3,523.8,499.7,565.5
215.43,469.37,1651.9,540.5,527.5,539.1
215.43,469.37,1668.1,546.9,531.0,529.3
215.43,469.38,1683.2,530.8,574.4,518.5
215.43,469.38,1686.9,532.0,541.7,559.9
215.43,469.38,1702.1,568.9,533.7,538.0
215.43,469.38,1691.7,585.7,518.1,533.6
215.43,469.39,1698.1,569.0,551.1,545.7
215.43,469.4,1748.1,566.9,586.9,534.1
215.43,469.4,1747.9,604.7,516.2,563.3
215.43,469.4,1770.7,554.1,580.2,579.4
215.43,469.4,1796.9,565.3,585.7,575.2
215.44,469.4,1789.9,566.7,629.9,552.7
215.44,469.4,1810.1,577.7,571.6,609.0
215.44,469.4,1816.4,559.0,589.7,595.5
215.44,469.4,1813.8,579.9,607.6,571.8
215.44,469.4,1822.8,598.7,564.5,595.8
215.44,469.4,1837.3,592.9,560.3,616.8
215.44,469.4,1869.6,589.4,576.5,613.2
215.44,469.4,1847.6,594.6,601.4,599.8
215.44,469.41,1876.9,619.8,593.8,602.7
215.44,469.41,1891.3,647.8,620.9,571.6
215.44,469.41,1915.3,605.4,619.1,618.8
215.44,469.41,1908.8,646.1,608.8,591.4
215.44,469.41,1930.9,638.8,611.6,597.8
215.44,469.41,1919.8,626.0,621.4,617.7
215.44,469.42,1922.6,590.6,633.9,634.7
215.44,469.42,1960.1,618.7,626.9,646.1
215.45,469.42,1958.4,635.6,631.0,627.4
215.45,469.43,1972.1,672.1,620.2,603.4
215.45,469.43,1979.0,635.1,624.3,642.5
215.45,469.43,1975.1,570.6,645.2,674.0
215.45,469.44,1973.8,634.5,639.9,645.6
215.45,469.44,1986.5,633.6,651.8,637.3
215.45,469.44,1992.4,660.6,629.1,639.0
215.45,469.45,2004.3,647.0,634.4,650.9
215.45,469.45,2012.0,669.8,638.6,626.9
215.45,469.45,2038.6,635.3,651.1,685.2
215.45,469.45,2106.4,663.5,673.4,696.1
215.45,469.45,2097.7,668.6,707.8,660.8
215.45,469.45,2097.5,668.3,714.3,652.0
215.46,469.45,2114.8,652.2,679.3,696.0
215.46,469.46,2141.7,690.0,687.0,692.1
215.46,469.46,2160.6,713.3,708.9,676.1
215.46,469.46,2191.1,718.6,723.8,672.1
215.46,469.46,2237.0,726.9,699.9,718.0
215.46,469.46,2264.1,705.8,704.1,784.4
215.46,469.46,2275.1,732.4,727.7,739.0
215.46,469.47,2264.6,733.0,714.1,748.8
215.46,469.47,2318.6,775.6,770.5,694.5
215.46,469.47,2339.7,793.0,762.1,708.6
215.46,469.47,2352.2,750.3,817.7,681.7
215.46,469.47,2352.1,795.2,772.6,692.6
215.46,469.48,2338.3,746.3,770.4,752.0
215.47,469.48,2371.8,742.3,772.8,769.7
215.47,469.48,2364.8,761.8,747.9,767.9
215.47,469.48,2358.0,710.5,769.7,810.9
215.47,469.48,2373.4,791.0,753.5,756.2
215.47,469.48,2384.4,723.6,787.4,793.9
215.47,469.49,2386.6,759.4,772.0,772.0
215.47,469.49,2399.7,771.9,792.7,754.0
215.47,469.5,2477.8,767.2,813.3,811.6
215.47,469.5,2476.5,814.2,808.1,774.9
215.47,469.5,2473.5,836.9,781.6,788.2
215.47,469.5,2480.5,786.4,829.2,793.4
215.47,469.5,2494.8,860.9,811.1,742.4
215.48,469.5,2531.4,817.2,815.9,805.5
215.48,469.5,2519.7,844.0,838.6,767.9
215.48,469.5,2530.6,831.8,818.0,793.6
215.48,469.5,2556.5,840.5,781.7,843.0
215.48,469.5,2562.5,807.4,864.9,807.6
215.48,469.51,2600.0,856.9,855.1,831.1
215.48,469.51,2662.2,830.8,835.7,901.8
215.48,469.51,2660.0,867.0,841.2,876.6
215.48,469.52,2674.0,814.5,907.8,851.6
215.48,469.52,2679.4,854.1,853.3,858.0
215.48,469.53,2708.2,882.9,853.6,870.7
215.48,469.53,2732.7,840.3,864.0,915.5
215.49,469.53,2745.0,872.0,919.3,859.9
215.49,469.53,2754.2,890.8,847.1,937.8
215.49,469.53,2737.6,881.1,860.1,884.3
215.49,469.53,2775.1,949.5,938.1,808.1
215.49,469.54,2778.9,878.4,897.9,915.4
215.49,469.54,2788.3,897.3,887.5,891.4
215.49,469.55,2810.8,944.8,881.4,921.4
215.49,469.55,2840.0,940.9,922.8,868.5
215.49,469.55,2830.5,948.0,903.5,899.3
215.49,469.55,2837.9,909.7,915.0,919.1
215.49,469.55,2843.9,924.3,908.4,926.3
215.49,469.56,2868.7,922.9,932.2,922.9
215.49,469.56,2876.4,904.2,898.1,970.2
215.49,469.56,2894.0,951.7,938.0,896.0
215.49,469.56,2907.8,897.3,964.3,942.1
215.49,469.56,2903.3,954.9,915.7,936.9
215.49,469.57,2956.7,948.0,966.9,917.3
215.49,469.57,2929.9,922.8,978.7,953.4
215.49,469.57,3022.0,995.1,975.2,955.4
215.5,469.57,3030.7,940.9,977.6,1000.2
215.5,469.57,3054.0,944.2,968.8,1050.4
215.5,469.57,3178.7,1033.2,1048.3,979.9
215.5,469.57,3222.7,1085.7,1059.5,961.2
215.5,469.57,3247.3,1031.2,1038.1,1083.6
215.5,469.57,3259.6,1060.7,1049.7,1037.9
215.5,469.58,3263.0,1129.4,1052.8,969.9
215.5,469.58,3327.5,1154.1,1033.9,1036.0
215.5,469.58,3377.1,1066.1,1094.5,1122.6
215.5,469.58,3427.1,1013.0,1105.8,1204.8
215.5,469.58,3465.6,1093.1,1137.1,1135.4
215.5,469.58,3461.7,1090.8,1160.5,1116.8
215.5,469.59,3472.7,1138.7,1092.6,1135.2
215.5,469.59,3518.3,1101.1,1101.6,1227.5
215.5,469.59,3543.8,1127.2,1133.4,1148.1
215.5,469.59,3612.8,1181.2,1139.2,1164.6
215.5,469.59,3673.3,1156.5,1217.8,1167.9
215.5,469.59,3640.1,1215.5,1174.6,1150.8
215.5,469.6,3843.6,1208.0,1192.0,1316.0
215.5,469.6,951.8,308.2,313.4,301.2
215.5,469.6,984.1,325.1,300.9,323.5
215.5,469.6,1047.6,318.6,343.7,349.0
215.5,469.6,1093.2,366.8,354.7,333.7
215.5,469.6,1108.4,351.8,362.5,359.1
215.5,469.6,1138.6,355.6,363.7,373.1
215.5,469.6,1142.8,376.5,371.0,366.9
215.5,469.6,1190.7,403.8,383.1,355.0
215.5,469.6,1210.3,376.6,379.6,395.2
215.5,469.6,1216.0,400.4,370.5,387.3
215.5,469.6,1224.7,385.6,414.7,382.6
215.5,469.6,1246.7,414.1,417.0,391.4
215.51,469.61,1263.3,398.1,437.1,385.2
215.51,469.61,1258.9,394.2,403.1,418.2
215.51,469.61,1278.6,405.9,413.3,405.0
215.51,469.61,1264.5,412.7,404.9,403.4
215.51,469.61,1299.8,410.2,427.9,399.5
215.51,469.62,1277.5,422.6,419.4,400.8
215.51,469.62,1306.6,409.4,420.3,426.2
215.51,469.63,1298.1,400.3,406.2,427.0
215.51,469.63,1230.7,384.0,408.5,403.6
215.51,469.63,1309.0,430.3,427.4,403.4
215.51,469.63,1304.8,417.0,439.5,411.3
215.51,469.64,1324.8,434.8,411.5,425.3
215.51,469.64,1323.1,422.5,417.5,439.4
215.51,469.64,1330.6,424.2,431.2,427.9
215.51,469.64,1339.8,418.6,443.0,431.6
215.51,469.64,1338.8,431.6,410.1,453.1
215.51,469.64,1357.2,433.5,453.2,409.0
215.51,469.65,1361.5,460.8,437.8,416.2
215.51,469.65,1349.4,451.2,415.8,439.0
215.52,469.65,1355.4,437.0,414.4,471.0
215.52,469.65,1375.7,465.5,438.6,425.9
215.52,469.66,1361.3,447.6,436.8,439.9
215.52,469.67,1376.6,444.8,442.6,442.6
215.52,469.67,1369.4,442.8,443.6,441.3
215.52,469.67,1367.6,448.6,441.9,444.2
215.52,469.67,1394.4,466.7,438.1,425.0
215.52,469.68,1398.5,450.1,452.5,442.2
215.52,469.68,1400.5,436.4,436.3,482.1
215.52,469.68,1386.2,450.2,450.5,452.5
215.52,469.68,1392.9,454.2,441.3,440.7
215.52,469.68,1399.3,446.3,444.3,458.3
215.52,469.69,1412.8,488.3,471.2,414.4
215.52,469.69,1415.3,454.0,459.5,457.6
215.52,469.7,1427.3,466.7,463.8,452.9
215.52,469.7,1428.1,449.7,505.1,419.5
215.52,469.7,1427.8,473.7,472.1,429.1
215.52,469.7,1423.1,443.3,471.4,472.8
215.52,469.7,1434.0,470.5,442.3,471.6
215.52,469.7,1439.9,462.6,479.5,435.6
215.52,469.7,1448.1,470.4,471.0,444.2
215.52,469.7,1428.4,460.4,478.5,437.6
215.52,469.7,1421.5,434.9,475.9,454.2
215.53,469.7,1460.4,439.7,509.4,457.3
215.53,469.7,1455.0,446.2,468.4,494.8
215.53,469.7,1473.5,449.1,485.4,490.2
215.53,469.7,1461.4,451.2,477.6,487.7
215.53,469.71,1461.1,466.8,486.9,464.2
215.53,469.71,1467.2,449.9,478.7,495.4
215.53,469.71,1458.8,457.8,473.9,490.1
215.53,469.71,1462.5,485.9,467.3,456.5
215.53,469.71,1463.5,445.0,488.1,477.6
215.53,469.71,1487.7,458.0,465.5,501.7
215.53,469.72,1474.1,483.6,460.4,487.4
215.53,469.72,1440.3,455.5,466.5,465.8
215.53,469.72,1477.3,463.8,476.4,494.3
215.53,469.73,1475.5,444.9,487.1,477.9
215.54,469.73,1487.9,465.2,466.7,504.4
215.54,469.74,1491.1,430.9,484.5,513.9
215.54,469.74,1476.3,499.6,484.7,444.3
215.54,469.75,1490.3,479.7,489.9,470.1
215.54,469.75,1492.0,492.4,483.4,469.8
215.54,469.75,1478.5,494.5,461.9,490.6
215.54,469.75,1510.1,481.4,471.3,495.0
215.54,469.75,1494.0,481.2,485.9,469.8
215.54,469.75,1516.9,490.1,482.9,491.5
215.54,469.75,1491.5,499.1,467.3,478.1
215.54,469.76,1514.9,474.8,487.0,493.3
215.54,469.77,1504.8,503.2,487.6,464.0
215.55,469.77,1506.2,471.5,493.6,479.7
215.55,469.77,1506.6,494.8,477.8,484.3
215.55,469.77,1473.8,456.8,462.9,492.9
215.55,469.77,1528.0,479.1,509.3,495.8
215.55,469.77,1447.8,459.4,468.7,468.6
215.55,469.77,1520.0,475.0,491.9,484.9
215.55,469.77,1529.2,495.8,510.3,469.4
215.55,469.78,1532.3,476.9,499.7,500.9
215.55,469.79,1514.0,507.6,489.6,476.1
215.55,469.79,1455.3,478.1,464.5,473.9
215.56,469.79,1497.0,486.7,469.3,492.8
215.56,469.79,1546.9,492.6,495.8,504.5
215.56,469.79,1493.0,493.7,471.3,490.4
215.56,469.79,1550.6,496.2,506.0,477.4
215.56,469.8,1550.2,485.2,489.9,526.9
215.56,469.8,1505.3,489.2,481.5,485.4
215.56,469.8,1553.1,483.9,517.9,490.8
215.56,469.8,1539.2,508.3,494.5,498.7
215.56,469.8,1528.8,502.6,494.8,482.7
215.56,469.8,1569.4,515.5,500.8,508.3
215.56,469.8,1555.6,521.4,485.0,496.6
215.56,469.8,1576.7,522.1,480.2,494.9
215.56,469.8,1543.6,479.6,526.2,486.1
215.56,469.8,1584.8,520.9,501.4,492.4
215.56,469.8,1588.8,520.8,510.7,511.6
215.56,469.8,1594.5,524.3,503.8,502.9
215.56,469.8,1610.7,484.7,517.9,533.2
215.56,469.81,1566.7,485.0,513.7,508.4
215.56,469.82,1600.7,521.0,502.7,515.7
215.57,469.82,1580.1,531.4,502.9,493.9
215.57,469.82,1611.2,502.8,524.3,532.3
215.57,469.82,1608.2,514.4,513.3,521.6
215.57,469.82,1588.2,496.5,522.6,517.7
215.57,469.83,1627.8,490.1,548.5,523.4
215.57,469.83,1622.0,537.0,529.1,504.6
